patent_id,patent_type,patent_date,patent_title,patent_abstract,wipo_kind,num_claims,withdrawn,filename
5471515,utility,1995-11-28,Active pixel sensor with intra-pixel charge transfer," An imaging device formed as a monolithic complementary metal oxide semiconductor integrated circuit in an industry standard complementary metal oxide semiconductor process, the integrated circuit including a focal plane array of pixel cells, each one of the cells including a photogate overlying the substrate for accumulating photo-generated charge in an underlying portion of the substrate, a readout circuit including at least an output field effect transistor formed in the substrate, and a charge coupled device section formed on the substrate adjacent the photogate having a sensing node connected to the output transistor and at least one charge coupled device stage for transferring charge from the underlying portion of the substrate to the sensing node. ",A,18.0,0.0,pftaps19951128_wk48.zip
5514646,utility,1996-05-07,Insulin analogs modified at position 29 of the B chain," Analogs of human insulin modified at position 29 of the B chain thereof and, optionally, at other positions, have modified physico-chemical and pharmacokinetic properties and are useful in the treatment of hyperglycemia. ",A,81.0,0.0,pftaps19960507_wk19.zip
5518988,utility,1996-05-21,Method of counteracting an ethylene response in plants," A method of inhibiting an ethylene response in a plant is disclosed herein. The method comprises applying to the plant an effective ethylene response-inhibiting amount of cyclopropene, 1.1.1. propellane, or derivatives thereof. Also disclosed are methods of inhibiting abscission in plants and methods of prolonging the life of cut flowers. ",A,44.0,0.0,pftaps19960521_wk21.zip
5527628,utility,1996-06-18,Pb-free Sn-Ag-Cu ternary eutectic solder,"A Pb-free solder includes a ternary eutectic composition consisting essentially of about 93.6 weight % Sn-about 4.7 weight % Ag-about 1.7 weight % Cu having a eutectic melting temperature of about 217.degree. C. and variants of the ternary composition wherein the relative concentrations of Sn, Ag, and Cu deviate from the ternary eutectic composition to provide a controlled melting temperature range (liquid-solid ""mushy"" zone) relative to the eutectic melting temperature (e.g. up to 15.degree. C. above the eutectic melting temperature).",A,20.0,0.0,pftaps19960618_wk25.zip
5572218,utility,1996-11-05,System and method for generating precise position determinations," A GPS system and method for generating precise position determinations. The GPS system includes a ground based GPS reference system which receives with a reference receiver GPS signals and makes phase measurements for the carrier components of the GPS signals. The GPS reference system then generates and broadcasts an initialization signal having a carrier component and a data link signal having a data component. The data component of the data link signal contains data representing the phase measurements made by the reference receiver. The GPS system also includes a GPS mobile system which receives with a mobile position receiver the same GPS signals as were received by the reference system. In addition, the GPS position receiver receives the data link and initialization signals broadcast by the reference system. The GPS position receiver then makes phase measurements for the carrier components of the GPS signals during and after an initialization period and makes phase measurements for the initialization signal during the initialization period. In response to the phase measurements made by both the reference receiver and the position receiver during the initialization period, the position receiver generates initialization values representing resolution of the integer ambiguities of the received signals. In response to the initialization values and the phase measurements made by both the receivers after the initialization period, the position receiver generates precise position determinations to within centimeters of the exact location. ",A,25.0,0.0,pftaps19961105_wk45.zip
5595568,utility,1997-01-21,Permanent hair removal using optical pulses," A method and apparatus for simultaneously removing multiple hair follicles from a skin region of a patient. The method includes the step of illuminating the hair follicles with a large-area, optical radiation field by way of a transparent contact device proximal to the skin region. This allows portions of the hair follicles to be heated and then removed, while the surrounding skin region is left relatively free of injury. ",A,22.0,0.0,pftaps19970121_wk03.zip
5625048,utility,1997-04-29,Modified green fluorescent proteins," Modifications in the sequence of Aequorea wild-type GFP provide products having markedly different excitation and emission spectra from corresponding products from wild-type GFP. In one class of modifications, the product derived from the modified GFP exhibits an alteration in the ratio of two main excitation peaks observed with the product derived from wild-type GFP. In another class, the product derived from the modified GFP fluoresces at a shorter wavelength than the corresponding product from wild-type GFP. In yet another class of modifications, the product derived from the modified GFP exhibits only a single excitation peak and enhanced emission relative to the product derived from wild-type GFP. ",A,25.0,0.0,pftaps19970429_wk17.zip
5639850,utility,1997-06-17,"Process for preparing a tough, soluble, aromatic, thermoplastic copolyimide"," A process for preparing a tough, soluble, aromatic, thermoplastic copolyimide is provided. The process comprises the steps of (a) providing 4,4'-oxydiphthalic anhydride to 3,4,3',4'-biphenyltetracarboxylic dianhydride at a mole ratio ranging from about 25 mole percent to 75 mole percent to 75 mole percent to about 25 mole percent; (b) adding 3,4'-oxydianiline to form a mixture; c) adding a polar aprotic or polar protic solvent to the mixture to form a solution having a percentage of solids capable of maintaining polymer solubility; (d) stirring the solution to allow it to react; (e) adding an azeotropic solvent to the solution and heating to remove water; (f) cooling the solution of step (e) to room temperature and recovering the tough, soluble, aromatic, thermoplastic copolyimide. ",A,22.0,0.0,pftaps19970617_wk24.zip
5741883,utility,1998-04-21,"Tough, soluble, aromatic, thermoplastic copolyimides"," Tough, soluble, aromatic, thermoplastic copolyimides were prepared by reacting 4,4'-oxydiphthalic anhydride, 3,4,3',4'-biphenyltetracarboxylic dianhydride and 3,4'-oxydianiline. These copolyimides were found to be soluble in common amide solvents such as N,N'-dimethyl acetamide, N-methylpyrrolidinone, and dimethylformamide allowing them to be applied as the fully imidized copolymer and to be used to prepare a wide range of articles. ",A,42.0,0.0,pftaps19980421_wk16.zip
5751384,utility,1998-05-12,Color polarizers for polarizing an additive color spectrum along a first axis and it's compliment along a second axis," This invention provides a complementary color polarizer using a single polarizing film followed by a stack of two or more retarders. In a preferred embodiment, the color polarizers of this invention produce orthogonally polarized complementary primary colors (red/cyan, green/magenta, or blue/yellow). This invention further provides color filters which utilize the color polarizers of this invention in combination with a polarization separator to separate the orthogonally polarized colors. The polarization separator can be passive, such as a polarizing beam splitter, or active, such as a switchable polarizer. The switchable polarizer can employ a nematic or a smectic liquid crystal cell. Two color filters of this invention can be cascaded to provide a three color (RGB) filter with an off-state. In combination with a monochrome display or camera, the color filters of this invention provide color displays or cameras. ",A,131.0,0.0,pftaps19980512_wk19.zip
5780860,utility,1998-07-14,UV water disinfector," A UV disinfector with a gravity driven feed water delivery system, and an air-suspended bare UV lamp. The disinfector is hydrodynamically optimized with a laminerizing, perforated baffle wall, beveled treatment chamber, and outlet weir. ",A,41.0,0.0,pftaps19980714_wk28.zip
5811097,utility,1998-09-22,Blockade of T lymphocyte down-regulation associated with CTLA-4 signaling," T cell activation in response to antigen is increased by the administration of binding agents that block CTLA-4 signaling. When CTLA-4 signaling is thus blocked, the T cell response to antigen is released from inhibition. Such an enhanced response is useful for the treatment of tumors, chronic viral infections, and as an adjuvant during immunization. ",A,11.0,0.0,pftaps19980922_wk38.zip
5961804,utility,1999-10-05,Microencapsulated electrophoretic display," An application-ready electrophoresis material includes a carrier and a dispersion of microcapsules therein, the microcapsules each containing a plurality of phases therein. At least some of the phases contrast visually and and exhibit differential responsiveness to an electric field, such that application of the field determines the visual appearance of the microcapsules. The material exhibits stability such the visual appearance persists despite removal of the field. In one aspect, the invention provides for enhanced stability of the visual appearance. In another aspect, the reflectivity of at least one of the phases is enhanced. In another aspect, one of the phases is particulate in nature and emits visible radiation. ",A,45.0,0.0,pftaps19991005_wk40.zip
5998833,utility,1999-12-07,Power semiconductor devices having improved high frequency switching and breakdown characteristics," Integrated power semiconductor devices having improved high frequency switching performance, improved edge termination characteristics and reduced on-state resistance include GD-UMOSFET unit cells with upper trench-based gate electrodes and lower trench-based source electrodes. The use of the trench-based source electrode instead of a larger gate electrode reduces the gate-to-drain capacitance (C.sub.GD) of the UMOSFET and improves switching speed by reducing the amount of gate charging and discharging current that is needed during high frequency operation. ",A,45.0,0.0,pftaps19991207_wk49.zip
6023540,utility,2000-02-08,Fiber optic sensor with encoded microspheres," A microsphere-based analytic chemistry system is disclosed in which microspheres carrying different chemical functionalities may be mixed together while the ability is retained to identify the functionality on each bead using an optically interrogatable encoding scheme. An optical fiber bundle sensor is also disclosed in which the separate microspheres may be optically coupled to discrete fibers or groups of fibers within the bundle. The functionalies are encoded on the separate microspheres using fluorescent dyes and then affixed to wells etched in the end of the bundle. Thus, a single sensor may carry thousands of chemistries. Only those microspheres exhibiting reactions then need to be decoded to identify the corresponding functionality. ",A,58.0,0.0,pftaps20000208_wk06.zip
6048959,utility,2000-04-11,Tough soluble aromatic thermoplastic copolyimides," Tough, soluble, aromatic, thermoplastic copolyimides were prepared by reacting 4,4'-oxydiphthalic anhydride, 3,4,3',4'-biphenyltetracarboxylic dianhydride and 3,4'-oxydianiline. Alternatively, these copolyimides may be prepared by reacting 4,4'-oxydiphthalic anhydride with 3,4,3',4'-biphenyltetracarboxylic dianhydride and 3,4'-oxydiisocyanate. Also, the copolyimide may be prepared by reacting the corresponding tetra acid and ester precursors of 4,4'-oxydiphthalic anhydride and 3,4,3',4'-biphenyltetracarboxylic dianhydride with 3,4'-oxydianiline. These copolyimides were found to be soluble in common amide solvents such as N,N'-dimethyl acetamide, N-methylpyrrolidinone, and dimethylformamide allowing them to be applied as the fully imidized copolymer and to be used to prepare a wide range of articles. ",A,17.0,0.0,pftaps20000411_wk15.zip
6051757,utility,2000-04-18,Regeneration of plants containing genetically engineered T-DNA,"Inactivation of the cytokinin autonomy gene of T-DNA in broad host range Ti plasmid produces mutant T-DNA vectors suitable for insertion of foreign genes; insertion of the mutant T-DNA by an in vitro tissue culture technique or any other technique into plant cells produces genetically engineered plant cells that can be regenerated into complete plants with roots. The inactivation of the cytokinin autonomy gene disarms the Ti plasmid and produces a useful gene vector for higher plants. The inactivation of the cytokinin gene may be accomplished by techniques such as point mutation, inversion, deletion, transposition, substitution or insertion. In the case of tobacco, for example, transformation of tobacco stem segments with engineered bacterial strains resulting from the insertion of DNA encoding yeast alcohol dehydrogenase and a bacterial neomycin phosphotransferase into the T-DNA of Agrobacterium tumefaciens plasmid pTiT37 at the ""rooty locus"" produced transformed plant cells that were capable of regeneration into intact, normal tobacco plants. The yeast gene and entire T-DNA were present in the regenerated plants in multiple copies, and nopaline was found in all tissues. The plants were fertile and seedlings resulting from self-pollination also contained intact and multiple copies of the engineered T-DNA.",A,20.0,0.0,pftaps20000418_wk16.zip
6108703,utility,2000-08-22,Global hosting system," The present invention is a network architecture or framework that supports hosting and content distribution on a truly global scale. The inventive framework allows a Content Provider to replicate and serve its most popular content at an unlimited number of points throughout the world. The inventive framework comprises a set of servers operating in a distributed manner. The actual content to be served is preferably supported on a set of hosting servers (sometimes referred to as ghost servers). This content comprises HTML page objects that, conventionally, are served from a Content Provider site. In accordance with the invention, however, a base HTML document portion of a Web page is served from the Content Provider's site while one or more embedded objects for the page are served from the hosting servers, preferably, those hosting servers near the client machine. By serving the base HTML document from the Content Provider's site, the Content Provider maintains control over the content. ",A,34.0,0.0,pftaps20000822_wk34.zip
6124851,utility,2000-09-26,Electronic book with multiple page displays," An electronic book comprising multiple, electronically addressable, page displays is described. Said page displays may be formed on flexible, thin substrates. Said book may additionally encompass memory, power, control functions and communications. ",A,16.0,0.0,pftaps20000926_wk39.zip
6141060,utility,2000-10-31,Method and apparatus for adding a graphic indication of a first down to a live video of a football game," Pan, tilt and zoom sensors are coupled to a broadcast camera in order to determine the field of view of the broadcast camera and to make a rough estimate of a target's location in the broadcast camera's field of view. Pattern recognition techniques can be used to determine the exact location of the target in the broadcast camera's field of view. If a preselected target is at least partially within the field of view of the broadcast camera, all or part of the target's image is enhanced. The enhancements include replacing the target image with a second image, overlaying the target image or highlighting the target image. Examples of a target include a billboard, a portion of a playing field or another location at a live event. The enhancements made to the target's image can be seen by the television viewer but are not visible to persons at the live event. ",A,21.0,0.0,pftaps20001031_wk44.zip
6153410,utility,2000-11-28,Recombination of polynucleotide sequences using random or defined primers, A method for in vitro mutagenesis and recombination of polynucleotide sequences based on polymerase-catalyzed extension of primer oligonucleotides is disclosed. The method involves priming template polynucleotide(s) with random-sequences or defined-sequence primers to generate a pool of short DNA fragments with a low level of point mutations. The DNA fragments are subjected to denaturization followed by annealing and further enzyme-catalyzed DNA polymerization. This procedure is repeated a sufficient number of times to produce full-length genes which comprise mutants of the original template polynucleotides. These genes can be further amplified by the polymerase chain reaction and cloned into a vector for expression of the encoded proteins. ,A,16.0,0.0,pftaps20001128_wk48.zip
6199042,utility,2001-03-06,Reading system," A reading system includes a computer and a mass storage device and software including instructions for causing a computer to accept an image file generated from optically scanning an image of a document. The software converts the image file into a converted text file that includes text information, and positional information associating the text with the position of its representation in the image file. The software records the voice of an operator of the reading machine as a series of voice samples in synchronization with a highlighting indicia applied to a displayed representation of the document and stores the series of voice samples in a data structure that associates the voice samples with displayed representation. The reading machine plays back the stored, recorded voice samples corresponding to words in the document as displayed by the monitor while highlighting is applied to the words in the displayed document. ",A,7.0,0.0,pftaps20010306_wk10.zip
6221534,utility,2001-04-24,Alkali metal electrochemical cell having an improved cathode activated with a nonaqueous electrolyte having a carbonate additive," The present invention is directed to an unexpected benefit in a lithium cell derived from using a combination of silver vanadium oxide prepared in a temperature range of about 450.degree. C. to about 500.degree. C. activated with a nonaqueous electrolyte having a passivation inhibitor additive selected from a nitrite, a nitrate, a carbonate, a dicarbonate, a phosphonate, a phosphate, a sulfate and hydrogen fluoride, and mixtures thereof. The benefits include additional battery life resulting from a reduction in voltage delay and RDC build-up. A preferred electrolyte is 1M LiAsF.sub.6 in a 50:50 mixture, by volume, of PC and DME having dibenzyl carbonate added therein. ",A,7.0,0.0,pftaps20010424_wk17.zip
6276705,utility,2001-08-21,Wheelchair hand rim," A wheelchair hand rim that increases the mechanical efficiency of a pushrim by providing a better complement to the hand and decreasing the likelihood of secondary injuries. The present invention includes a first rim made of a light weight metal tube without any coating on its lateral or interior exterior surface, a concave trough between the first rim and the side of a wheel of a wheelchair, and an second rim made of a light weight metal tube, uncoated, having the same tube diameter of the first rim, and concentrically aligned within the first rim. ",A,8.0,0.0,pftaps20010821_wk34.zip
6387981,utility,2002-05-14,Radiopaque dental materials with nano-sized particles,"A dental material comprising a hardenable resin, a non-heavy metal oxide particle and a heavy metal oxide. The dental materials can be radiopaque, strong, translucent, or resistant to toothbrush abrasion, or combinations thereof.",B1,58.0,0.0,pg020514.zip
6572693,utility,2003-06-03,Aesthetic dental materials,"The invention provides for a material comprising(a) a hardenable resin; and (b) a filler comprising (i) clusters of nano-sized particles, the clusters comprising non-beavy metal oxide particles and heavy metal oxides, and being not fully densified particles and (ii) non-agglomerated nano-sized particles selected from the group consisting of non-heavy metal oxide particles, heavy metal oxide particles, and combinations thereof. The material is suitable for use as dental materials.",B1,25.0,0.0,pg030603.zip
6574628,utility,2003-06-03,System for distributed task execution,"Tasks can be done on a network of multiple computers interconnected by communication links. At each of the computers, Knowbot programs may be received and transmitted on the communication links, and may be stored and created; and execution of the tasks associated with the Knowbot programs may be advanced. Each Knowbot program includes a globally unique identifier; navigation information defining a route through the network; and information concerning a task to be done. Knowbot programs may interact with each other and with other network resources. Authenticated Knowbot service stations and Couriers may be used to protect data as well as control its application in the network environment according to stated terms and conditions.",B1,59.0,0.0,pg030603.zip
6590928,utility,2003-07-08,Frequency hopping piconets in an uncoordinated wireless multi-user system,"A wireless network includes master and slave units. The master sends a master address and clock to the slaves. Communication is by means of a virtual frequency hopping channel whose hopping sequence is a function of the master address, and whose phase is a function of the master clock. Transmitted inquiry messages solicit slave address and topology information from the slaves, which may be used to generate a configuration tree for determining a route for a connection between the master and slave units. Slave address and topology information may include an own address from each of the slave units and only first order address lists from each of the slave units. Generating the configuration tree involves generating a hierarchy of connectivity rings from the first order address lists. Each connectivity ring may be generated in accordance with a rule that a higher-numbered connectivity ring cannot include nodes representing units that are already represented by a node in a lower-numbered connectivity ring. Alternatively, each connectivity ring may be generated by considering a present numbered connectivity ring having parent nodes, and including in a next higher-numbered connectivity ring those nodes representing all children of the parent nodes such that no descendant of a parent can represent the same unit as the parent; no descendant of a parent's child can represent the same unit as any of the parent's children; and no child of any parent can have the same name as any other child of said any parent.",B1,28.0,0.0,pg030708.zip
6664298,utility,2003-12-16,Zero-valent metal emulsion for reductive dehalogenation of DNAPLs,"A zero-valent metal emulsion is used to dehalogenate solvents, such as pooled dense non-aqueous phase liquids (DNAPLs), including trichloroethylene (TCE). The zero-valent metal emulsion contains zero-valent metal particles, a surfactant, oil and water. The preferred zero-valent metal particles are nanoscale and microscale zero-valent iron particles",B1,5.0,0.0,pg031216.zip
6671821,utility,2003-12-30,Byzantine fault tolerance,"A new approach for asynchronous state-machine replication in a fault-tolerant system offers both integrity and high availability in the presence of Byzantine faults. The approach also improves the security of previous systems by recovering replicas proactively without necessarily identifying that they have failed or been attacked. This proactive recovery limits the time extent of a particular fault by regularly recovering replicas. In this way, the system works correctly even when all the replicas fail multiple times over the lifetime of the system, provided that less than &frac13; of the replicas are all faulty within a window of vulnerability. The approach also features an efficient implementation of message authentication that prevents an attacker from impersonating a replicated node that was faulty after that node recovers",B1,12.0,0.0,pg031230.zip
6730156,utility,2004-05-04,Clustered particle dental fillers,A filler comprising a substantially amorphous cluster comprising non-heavy metal oxide particles and heavy metal oxide. The filler can be mixed into a hardenable resin to provide radiopaque dental materials having desirable strength and aesthetic character.,B1,55.0,0.0,pg040504.zip
6770074,utility,2004-08-03,Apparatus for use in inserting spinal implants,"Apparatus and a method of inserting spinal implants is disclosed in which an intervertebral space is first distracted, a hollow sleeve having teeth at one end is then driven into the vertebrae adjacent that disc space. A drill is then passed through the hollow sleeve removing disc and bone in preparation for receiving the spinal implant which is then inserted through the sleeve. Apparatus and a method of inserting spinal implants is disclosed in which an intervertebral space is first distracted to restore the normal angular relationship of the vertebrae adjacent to that disc space. An extended outer sleeve having extended portions capable of maintaining the vertebrae distracted in their normal angular relationship is then driven into the vertebrae adjacent that disc space. A drill is then passed through the hollow sleeve removing disc and bone in preparation for receiving the spinal implant which is then inserted through the sleeve.",B2,505.0,0.0,pg040803.zip
6787308,utility,2004-09-07,Arrayed biomolecules and their use in sequencing,"A device comprising an array of molecules immobilised on a solid surface is disclosed, wherein the array has a surface density which allows each molecule to be individually resolved, e.g. by optical microscopy. Therefore, the arrays of the present invention consist of single molecules are more spatially distinct than the arrays of the prior art.",B2,11.0,0.0,pg040907.zip
7166791,utility,2007-01-23,Graphical user interface and methods of use thereof in a multimedia player,"In a portable multimedia device, a method, apparatus, and system for providing user supplied configuration data are described. In one embodiment, a hierarchically ordered graphical user interface are provided. A first order, or home, interface provides a highest order of user selectable items each of which, when selected, results in an automatic transition to a lower order user interface associated with the selected item. In one of the described embodiments, the lower order interface includes other user selectable items associated with the previously selected item from the higher order user interface.",B2,45.0,0.0,ipg070123.xml
7197462,utility,2007-03-27,System and method for information access,"To convert the structure of a Web page into contents that a user can easily listen to, and for permitting the user to access and obtain information without have to perform and navigation, in a manner similar to listening to the radio. A designated target page is obtained from a Web server, and a linked list for the target page is analyzed to obtain a linked destination page. A transcoding module inserts the main content of the linked destination page into a linked location on the target page, and converts the page into a structure appropriate for oral reading. Then, a VoiceXML generation module converts the target page into a VoiceXML document, and a VoiceXML browser performs a speech response process for the VoiceXML document. A command is input to the VoiceXML browser orally or by using a dial key entry provided using a telephone, and a speech from the VoiceXML browser is output to the telephone.",B2,25.0,0.0,ipg070327.xml
7273280,utility,2007-09-25,Interactive projection system and method,"A method and system of selectively projecting images is disclosed. An illuminated area is created on a projection surface by directing a light source to the projection surface. The illuminated area is detected with a camera. Electrical signals are transmitted from the camera to the projector, the electrical signals being indicative of the position of the illuminated area in relation to the projection surface. Based on the received electrical signals, an image and a second image are projected on the projection surface. The image is projected on the illuminated area of the projection surface. The second image is projected on an area of the projection surface that is not illuminated by the light source. Applications of this method and system include the projection of background and foreground images creating the illusion of an x-ray beam, the projection of a normal image and an overblown image creating the illusion of a magnifying light beam.",B2,47.0,0.0,ipg070925.xml
7297486,utility,2007-11-20,Production of molecular arrays,"The subject invention pertains to a method for the production of an array of molecules immobilised on a substrate, comprising the deposition of the molecules from a micropipette containing them, onto the substrate, in a liquid environment, wherein the distance of the micropipette from the substrate is controlled in response to the ion current in the liquid. This method is particularly suitable for the deposition of biological molecules. The subject invention also pertains to an array of biological molecules deposited on a substrate.",B2,12.0,0.0,ipg071120.xml
7339900,utility,2008-03-04,Method and apparatus for preventing spanning tree loops during traffic overload conditions,"One embodiment of the present invention provides a system that prevents loops from occurring when spanning tree configuration messages are lost while executing a spanning tree protocol on bridges in a network. During operation, the system executes the spanning tree protocol on a bridge. This spanning tree protocol configures each port coupled to the bridge into either a forwarding state, in which messages are forwarded to and from the port, or a backup state, in which messages are not forwarded to or from the port. The system also monitors ports coupled to the bridge to determine when messages are lost by the ports. If one or more messages are lost on a port, the system refrains from forwarding messages to or from the port until no messages are lost by the port for an amount of time.",B2,14.0,0.0,ipg080304.xml
7360422,utility,2008-04-22,Silicon inertial sensors formed using MEMS,"A MEMS silicon inertial sensor formed of a mass that is supported and constrained to vibrate in only specified ways. The sensors can be separately optimized from the support, to adjust the sensitivity separate from the bandwidth. The sensor can sense three dimensionally, or can only sense in a single plane. Vibration cancellation may be provided.",B2,12.0,0.0,ipg080422.xml
7365844,utility,2008-04-29,Vision enhancement system for improved detection of epithelial neoplasia and other conditions,"Systems and methods for diagnosing epithelial neoplasia and other conditions includes, in a representative embodiment, providing the human eyes with a filter to observe the autofluorescence of a tissue sample. Using optimized wavelengths from a filtered light source, a sample is illuminated. The radiation from the sample is filtered to enhance the contrast between a normal sample and a diseased sample observable by the human eye.",B2,28.0,0.0,ipg080429.xml
7450806,utility,2008-11-11,Microstructured optical fibers and methods,"Microstructured optical fiber and method of making. Glass soot is deposited and then consolidated under conditions which are effective to trap a portion of the consolidation gases in the glass to thereby produce a non-periodic array of voids which may then be used to form a void containing cladding region in an optical fiber. Preferred void producing consolidation gases include nitrogen, argon, CO2, oxygen, chlorine, CF4, CO, SO2 and mixtures thereof.",B2,45.0,0.0,ipg081111.xml
7465871,utility,2008-12-16,Nanocomposites with high thermoelectric figures of merit,"The present invention is generally directed to nanocomposite thermoelectric materials that exhibit enhanced thermoelectric properties. The nanocomposite materials include two or more components, with at least one of the components forming nano-sized structures within the composite material. The components are chosen such that thermal conductivity of the composite is decreased without substantially diminishing the composite's electrical conductivity. Suitable component materials exhibit similar electronic band structures. For example, a band-edge gap between at least one of a conduction band or a valence band of one component material and a corresponding band of the other component material at interfaces between the components can be less than about 5kBT, wherein kB is the Boltzman constant and T is an average temperature of said nanocomposite composition.",B2,116.0,0.0,ipg081216.xml
7535012,utility,2009-05-19,Optical microscopy with phototransformable optical labels,"First activation radiation is provided to a sample that includes phototransformable optical labels (“PTOLs”) to activate a first subset of the PTOLs. Deactivation radiation is provided to the sample to transform activated PTOLs to an unactivated state. The deactivation radiation has a spatially-structured radiation field including intensity minima, such that a second subset of PTOLs located substantially at the intensity minima remain activated, while activated PTOLs exposed to the deactivation radiation outside the minima are transformed into an unactivated form. Excitation radiation is provided to the sample to excite activated PTOLs in the sample located substantially at the intensity minima of the deactivation radiation. Radiation emitted from the activated and excited PTOLs is detected with imaging optics.",B2,22.0,0.0,ipg090519.xml
7599359,utility,2009-10-06,Method and apparatus for monitoring end-to-end performance in a network,"The present invention enables edge components, such as Border Elements, of the service provider's network to capture performance data on all endpoints connected to them including registered devices (e.g., CPE gateways, IP phones, and terminal adaptors) and access links. The present invention enables the performance data to be sent to a centralized repository that consolidates information across the entire network, analyzes it, and segments it with respect to location of events that cause defects in calls. The performance data can then be graphically mapped into predefined network segmentations to enable faster identification and resolution of network problems.",B1,4.0,0.0,ipg091006.xml
7776613,utility,2010-08-17,Sub-diffraction image resolution and other imaging techniques,"The present invention generally relates to sub-diffraction image resolution and other imaging techniques. In one aspect, the invention is directed to determining and/or imaging light from two or more entities separated by a distance less than the diffraction limit of the incident light. For example, the entities may be separated by a distance of less than about 1000 nm, or less than about 300 nm for visible light. In one set of embodiments, the entities may be selectively activatable, i.e., one entity can be activated to produce light, without activating other entities. A first entity may be activated and determined (e.g., by determining light emitted by the entity), then a second entity may be activated and determined. The emitted light may be used to determine the positions of the first and second entities, for example, using Gaussian fitting or other mathematical techniques, and in some cases, with sub-diffraction resolution. The methods may thus be used, for example, to determine the locations of two or more entities immobilized relative to a common entity, for example, a surface, or a biological entity such as DNA or a protein. The entities may also be determined with respect to time, for example, to determine a time-varying reaction. Other aspects of the invention relate to systems for sub-diffraction image resolution, computer programs and techniques for sub-diffraction image resolution, methods for promoting sub-diffraction image resolution, methods for producing photoswitchable entities, and the like.",B2,18.0,0.0,ipg100817.xml
7807619,utility,2010-10-05,Compositions and methods for modification of biomolecules,"The present invention provides modified cycloalkyne compounds; and method of use of such compounds in modifying biomolecules. The present invention features a cycloaddition reaction that can be carried out under physiological conditions. In general, the invention involves reacting a modified cycloalkyne with an azide moiety on a target biomolecule, generating a covalently modified biomolecule. The selectivity of the reaction and its compatibility with aqueous environments provide for its application in vivo (e.g., on the cell surface or intracellularly) and in vitro (e.g., synthesis of peptides and other polymers, production of modified (e.g., labeled) amino acids).",B2,11.0,0.0,ipg101005.xml
7903917,utility,2011-03-08,Low bend loss single mode optical fiber,"Optical waveguide fiber that is bend resistant and single mode at 1260 nm and at higher wavelengths. The optical fiber includes a core of radius R1 and cladding, the cladding having an annular inner region of radius R2, an annular ring region, and an annular outer region. The annular ring region starts at R2, and the ratio R1/R2 is greater than 0.40.",B2,20.0,0.0,ipg110308.xml
8064835,utility,2011-11-22,Antenna assignment system and method,"This specification describes, in part, a technique for dynamic assignment of multiple antennas to different radio subsystems in a wireless device. The technique may include using an adaptive algorithm to allocate antennas to different radio subsystems as a function of, for example, application requirements, power requirements, and/or channel/network conditions. The specification also describes, in part, a technique for adaptively optimizing the use of the assigned antennas and other transmission parameters for each radio subsystem.",B2,28.0,0.0,ipg111122.xml
8264458,utility,2012-09-11,Variable compliance joystick with compensation algorithms,"The present invention provides variable compliance joysticks with mechanical and software customization, and with an integrated control capability, and a method of systematically determining the best mechanical settings and compensatory algorithms to embed in the joysticks to offer an individual with substantial upper extremity motor impairments a personal fit and maximum function. The joysticks may include components for varying the compliance and dampening of the joystick shaft. The method may include providing the user access to operate the joysticks, operatively connecting the joysticks to a driving simulator, displaying an icon on the driving simulator, controlling movement of the icon by the joysticks, evaluating performance of the user based upon the user's ability to control movement of the icon, and modifying hardware settings and software algorithms for the joysticks based upon the evaluation.",B2,20.0,0.0,ipg120911.xml
8278036,utility,2012-10-02,RNA containing modified nucleosides and methods of use thereof,"This invention provides RNA, oligoribonucleotide, and polyribonucleotide molecules comprising pseudouridine or a modified nucleoside, gene therapy vectors comprising same, methods of synthesizing same, and methods for gene replacement, gene therapy, gene transcription silencing, and the delivery of therapeutic proteins to tissue in vivo, comprising the molecules. The present invention also provides methods of reducing the immunogenicity of RNA, oligoribonucleotide, and polyribonucleotide molecules.",B2,21.0,0.0,ipg121002.xml
8385701,utility,2013-02-26,Low bend loss optical fiber,"An optical fiber includes a central glass core region comprising maximum refractive index delta percent Δ1, a first inner annular region surrounding said core comprising refractive index delta percent Δ2, a depressed annular region surrounding said inner annular region and comprising Δ3 and a third annular region surrounding the depressed annular region comprising refractive index delta percent Δ4; wherein Δ1MAX>Δ4>Δ2>Δ3. The difference between Δ4 and Δ2 is greater than 0.01 and profile volume, |V3| is at least 60% Δμm2.",B2,16.0,0.0,ipg130226.xml
8555353,utility,2013-10-08,Methods and apparatuses for controlling access to computer systems and for annotating media files,"Methods and apparatuses for controlling access to computer systems and for annotating media files. One embodiment includes a method including generating a challenge to a user, wherein the challenge includes a verify part and a read part. The methods also includes prompting the user to solve both the verify part of the challenge and the read part of the challenge; receiving input from the user; determining if the input from the user relative to the verify part of the challenge corresponds with the known answer for the verify part of the challenge; and identifying the input from the user relative to the read part of the challenge as an answer to the read part of the challenge, if the input from the user relative to the verify part of the challenge corresponds with the known answer for the verify part of the challenge.",B2,25.0,0.0,ipg131008.xml
