breakdown-code,not-allocatable,level,additional-only,sort-key,date-revised,status,classification_symbol,class_title,link-file,definition-exists
false,true,5,false,C01B,2020-01-01,published,C01B,NON-METALLIC ELEMENTS;COMPOUNDS THEREOF; ,cpc-scheme-C01B.xml,true
false,true,5,false,C01C,2020-05-01,published,C01C,AMMONIA;CYANOGEN;COMPOUNDS THEREOF ,cpc-scheme-C01C.xml,true
false,true,5,false,C01D,2017-08-01,published,C01D,"COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUM ",cpc-scheme-C01D.xml,true
false,true,5,false,C01F,2017-08-01,published,C01F,"COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE-EARTH METALS ",cpc-scheme-C01F.xml,true
false,true,5,false,C01G,2017-08-01,published,C01G,COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES ; OR ; ,cpc-scheme-C01G.xml,true
false,true,5,false,C01P,2013-01-01,published,C01P,INDEXING SCHEME RELATING TO STRUCTURAL AND PHYSICAL ASPECTS OF SOLID INORGANIC COMPOUNDS,cpc-scheme-C01P.xml,true
false,true,5,false,C02F,2023-01-01,published,C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE ",cpc-scheme-C02F.xml,true
false,true,5,false,C03B,2018-08-01,published,C03B,"MANUFACTURE, SHAPING, OR SUPPLEMENTARY PROCESSES",cpc-scheme-C03B.xml,true
false,true,5,false,C03C,2021-01-01,published,C03C,"CHEMICAL COMPOSITION OF GLASSES, GLAZES OR VITREOUS ENAMELS;SURFACE TREATMENT OF GLASS;SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS, MINERALS OR SLAGS;JOINING GLASS TO GLASS OR OTHER MATERIALS",cpc-scheme-C03C.xml,true
false,true,5,false,C04B,2022-02-01,published,C04B,"LIME, MAGNESIA;SLAG;CEMENTS;COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS;ARTIFICIAL STONE ;CERAMICS ;REFRACTORIES;TREATMENT OF NATURAL STONE",cpc-scheme-C04B.xml,true
false,true,5,false,C05B,2018-08-01,published,C05B,PHOSPHATIC FERTILISERS,cpc-scheme-C05B.xml,true
false,true,5,false,C05C,2018-01-01,published,C05C,NITROGENOUS FERTILISERS,cpc-scheme-C05C.xml,true
false,true,5,false,C05D,2018-01-01,published,C05D,"INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ;, ;FERTILISERS PRODUCING CARBON DIOXIDE",cpc-scheme-C05D.xml,true
false,true,5,false,C05F,2024-08-01,published,C05F,"ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ;, ;, e.g. FERTILISERS FROM WASTE OR REFUSE",cpc-scheme-C05F.xml,true
false,true,5,false,C05G,2021-01-01,published,C05G,"MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS ;MIXTURES OF ONE OR MORE FERTILISERS WITH MATERIALS NOT HAVING A SPECIFIC FERTILISING ACTIVITY, e.g. PESTICIDES, SOIL-CONDITIONERS, WETTING AGENTS ;FERTILISERS CHARACTERISED BY THEIR FORM",cpc-scheme-C05G.xml,true
false,true,5,false,C06B,2020-05-01,published,C06B,EXPLOSIVES OR THERMIC COMPOSITIONS ;MANUFACTURE THEREOF;USE OF SINGLE SUBSTANCES AS EXPLOSIVES ,cpc-scheme-C06B.xml,true
false,true,5,false,C06C,2020-05-01,published,C06C,DETONATING OR PRIMING DEVICES;FUSES ;CHEMICAL LIGHTERS;PYROPHORIC COMPOSITIONS,cpc-scheme-C06C.xml,true
false,true,5,false,C06D,2020-05-01,published,C06D,MEANS FOR GENERATING SMOKE OR MIST;GAS-ATTACK COMPOSITIONS;GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART) ,cpc-scheme-C06D.xml,true
false,true,5,false,C06F,2018-08-01,published,C06F,MATCHES;MANUFACTURE OF MATCHES,cpc-scheme-C06F.xml,true
false,true,5,false,C07B,2019-08-01,published,C07B,GENERAL METHODS OF ORGANIC CHEMISTRY;APPARATUS THEREFOR ,cpc-scheme-C07B.xml,true
false,true,5,false,C07C,2018-08-01,published,C07C,ACYCLIC OR CARBOCYCLIC COMPOUNDS,cpc-scheme-C07C.xml,true
false,true,5,false,C07D,2022-08-01,published,C07D,HETEROCYCLIC COMPOUNDS ,cpc-scheme-C07D.xml,true
false,true,5,false,C07F,2024-01-01,published,C07F,"ACYCLIC, CARBOCYCLIC OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUM ",cpc-scheme-C07F.xml,true
false,true,5,false,C07G,2018-08-01,published,C07G,COMPOUNDS OF UNKNOWN CONSTITUTION,cpc-scheme-C07G.xml,true
false,true,5,false,C07H,2020-05-01,published,C07H,SUGARS;DERIVATIVES THEREOF;NUCLEOSIDES;NUCLEOTIDES;NUCLEIC ACIDS ,cpc-scheme-C07H.xml,true
false,true,5,false,C07J,2018-08-01,published,C07J,STEROIDS ,cpc-scheme-C07J.xml,true
false,true,5,false,C07K,2018-08-01,published,C07K,PEPTIDES ,cpc-scheme-C07K.xml,true
false,true,5,false,C08B,2019-08-01,published,C08B,POLYSACCHARIDES;DERIVATIVES THEREOF ,cpc-scheme-C08B.xml,true
false,true,5,false,C08C,2019-01-01,published,C08C,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS,cpc-scheme-C08C.xml,true
false,true,5,false,C08F,2020-02-01,published,C08F,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS,cpc-scheme-C08F.xml,true
false,true,5,false,C08G,2020-02-01,published,C08G,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING UNSATURATED CARBON-TO-CARBON BONDS,cpc-scheme-C08G.xml,true
false,true,5,false,C08H,2019-08-01,published,C08H,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS ,cpc-scheme-C08H.xml,true
false,true,5,false,C08J,2021-05-01,published,C08J,"WORKING-UP;GENERAL PROCESSES OF COMPOUNDING;AFTER-TREATMENT NOT COVERED BY SUBCLASSES ;, ;, ;, ; or ; ",cpc-scheme-C08J.xml,true
false,true,5,false,C08K,2021-01-01,published,C08K,Use of inorganic or non-macromolecular organic substances as compounding ingredients ,cpc-scheme-C08K.xml,true
false,true,5,false,C08L,2021-01-01,published,C08L,COMPOSITIONS OF MACROMOLECULAR COMPOUNDS ,cpc-scheme-C08L.xml,true
false,true,5,false,C09B,2022-08-01,published,C09B,ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES ;MORDANTS;LAKES ,cpc-scheme-C09B.xml,true
false,true,5,false,C09C,2023-02-01,published,C09C,"TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES  ;PREPARATION OF CARBON BLACK  ",cpc-scheme-C09C.xml,true
false,true,5,false,C09D,2021-01-01,published,C09D,"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS;FILLING PASTES;CHEMICAL PAINT OR INK REMOVERS;INKS;CORRECTING FLUIDS;WOODSTAINS;PASTES OR SOLIDS FOR COLOURING OR PRINTING;USE OF MATERIALS THEREFOR ",cpc-scheme-C09D.xml,true
false,true,5,false,C09F,2024-01-01,published,C09F,"NATURAL RESINS;FRENCH POLISH;DRYING-OILS;OIL DRYING AGENTS, i.e. SICCATIVES;TURPENTINE",cpc-scheme-C09F.xml,true
false,true,5,false,C09G,2021-01-01,published,C09G,POLISHING COMPOSITIONS ;SKI WAXES,cpc-scheme-C09G.xml,true
false,true,5,false,C09H,2018-08-01,published,C09H,PREPARATION OF GLUE OR GELATINE,cpc-scheme-C09H.xml,true
false,true,5,false,C09J,2021-02-01,published,C09J,ADHESIVES;NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL;ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE;USE OF MATERIALS AS ADHESIVES ,cpc-scheme-C09J.xml,true
false,true,5,false,C09K,2019-08-01,published,C09K,"MATERIALS FOR MISCELLANEOUS APPLICATIONS, NOT PROVIDED FOR ELSEWHERE",cpc-scheme-C09K.xml,true
false,true,5,false,C10B,2023-05-01,published,C10B,"DESTRUCTIVE DISTILLATION OF CARBONACEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALS ",cpc-scheme-C10B.xml,true
false,true,5,false,C10C,2020-05-01,published,C10C,"WORKING-UP PITCH, ASPHALT, BITUMEN, TAR;PYROLIGNEOUS ACID ",cpc-scheme-C10C.xml,true
false,true,5,false,C10F,2018-08-01,published,C10F,DRYING OR WORKING-UP OF PEAT,cpc-scheme-C10F.xml,true
false,true,5,false,C10G,2022-08-01,published,C10G,"CRACKING HYDROCARBON OILS;PRODUCTION OF LIQUID HYDROCARBON MIXTURES, e.g. BY DESTRUCTIVE HYDROGENATION, OLIGOMERISATION, POLYMERISATION ;RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE, OIL-SAND, OR GASES;REFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONS;REFORMING OF NAPHTHA;MINERAL WAXES",cpc-scheme-C10G.xml,true
false,true,5,false,C10H,2018-08-01,published,C10H,PRODUCTION OF ACETYLENE BY WET METHODS ,cpc-scheme-C10H.xml,true
false,true,5,false,C10J,2018-08-01,published,C10J,"PRODUCTION OF PRODUCER GAS, WATER-GAS, SYNTHESIS GAS FROM SOLID CARBONACEOUS MATERIAL, OR MIXTURES CONTAINING THESE GASES ;CARBURETTING AIR OR OTHER GASES",cpc-scheme-C10J.xml,true
false,true,5,false,C10K,2018-08-01,published,C10K,PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE,cpc-scheme-C10K.xml,true
false,true,5,false,C10L,2021-01-01,published,C10L,"FUELS NOT OTHERWISE PROVIDED FOR ;NATURAL GAS;SYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES ;, ;LIQUEFIED PETROLEUM GAS;ADDING MATERIALS TO FUELS OR FIRES TO REDUCE SMOKE OR UNDESIRABLE DEPOSITS OR TO FACILITATE SOOT REMOVAL;FIRELIGHTERS",cpc-scheme-C10L.xml,true
false,true,5,false,C10M,2020-05-01,published,C10M,LUBRICATING COMPOSITIONS ;USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITION ,cpc-scheme-C10M.xml,true
false,true,5,false,C10N,2019-01-01,published,C10N,INDEXING SCHEME ASSOCIATED WITH SUBCLASS ; RELATING TO LUBRICATING COMPOSITIONS,cpc-scheme-C10N.xml,true
false,true,5,false,C11B,2021-01-01,published,C11B,"PRODUCING, e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS, REFINING OR PRESERVING FATS, FATTY SUBSTANCES, e.g. LANOLIN, FATTY OILS OR WAXES;ESSENTIAL OILS;PERFUMES ",cpc-scheme-C11B.xml,true
false,true,5,false,C11C,2020-05-01,published,C11C,"FATTY ACIDS FROM FATS, OILS OR WAXES;CANDLES;FATS, OILS OR FATTY ACIDS BY CHEMICAL MODIFICATION OF FATS, OILS, OR FATTY ACIDS OBTAINED THEREFROM",cpc-scheme-C11C.xml,true
false,true,5,false,C11D,2022-08-01,published,C11D,DETERGENT COMPOSITIONS;USE OF SINGLE SUBSTANCES AS DETERGENTS;SOAP OR SOAP-MAKING;RESIN SOAPS;RECOVERY OF GLYCEROL,cpc-scheme-C11D.xml,true
false,true,5,false,C12C,2020-05-01,published,C12C,BEER;PREPARATION OF BEER BY FERMENTATION ;PREPARATION OF MALT FOR MAKING BEER;PREPARATION OF HOPS FOR MAKING BEER,cpc-scheme-C12C.xml,true
false,true,5,false,C12F,2020-02-01,published,C12F,RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS ;DENATURED ALCOHOL;PREPARATION THEREOF,cpc-scheme-C12F.xml,true
false,true,5,false,C12G,2020-02-01,published,C12G,WINE;PREPARATION THEREOF;ALCOHOLIC BEVERAGES ;PREPARATION OF ALCOHOLIC BEVERAGES NOT PROVIDED FOR IN SUBCLASSES ; OR ,cpc-scheme-C12G.xml,true
false,true,5,false,C12H,2019-02-01,published,C12H,"PASTEURISATION, STERILISATION, PRESERVATION, PURIFICATION, CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES;METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES ",cpc-scheme-C12H.xml,true
false,true,5,false,C12J,2020-02-01,published,C12J,VINEGAR;PREPARATION OR PURIFICATION THEREOF,cpc-scheme-C12J.xml,false
false,true,5,false,C12L,2013-01-01,published,C12L,PITCHING OR DEPITCHING MACHINES;CELLAR TOOLS ,cpc-scheme-C12L.xml,true
false,true,5,false,C12M,2018-08-01,published,C12M,APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY,cpc-scheme-C12M.xml,true
false,true,5,false,C12N,2022-05-01,published,C12N,"MICROORGANISMS OR ENZYMES;COMPOSITIONS THEREOF;PROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMS;MUTATION OR GENETIC ENGINEERING;CULTURE MEDIA ",cpc-scheme-C12N.xml,true
false,true,5,false,C12P,2018-08-01,published,C12P,FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE ,cpc-scheme-C12P.xml,true
false,true,5,false,C12Q,2022-05-01,published,C12Q,"MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS ;COMPOSITIONS OR TEST PAPERS THEREFOR;PROCESSES OF PREPARING SUCH COMPOSITIONS;CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES",cpc-scheme-C12Q.xml,true
false,true,5,false,C12R,2021-05-01,published,C12R,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ; - ;, RELATING TO MICROORGANISMS",cpc-scheme-C12R.xml,true
false,true,5,false,C12Y,2013-01-01,published,C12Y,ENZYMES,cpc-scheme-C12Y.xml,true
false,true,5,false,C13B,2013-01-01,published,C13B,PRODUCTION OF SUCROSE;APPARATUS SPECIALLY ADAPTED THEREFOR ,cpc-scheme-C13B.xml,true
false,true,5,false,C13K,2021-01-01,published,C13K,"SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES, OLIGOSACCHARIDES OR POLYSACCHARIDES ",cpc-scheme-C13K.xml,true
false,true,5,false,C14B,2018-08-01,published,C14B,"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL;PELT-SHEARING MACHINES;INTESTINE-SPLITTING MACHINES ",cpc-scheme-C14B.xml,true
false,true,5,false,C14C,2018-08-01,published,C14C,"CHEMICAL TREATMENT OF HIDES, SKINS OR LEATHER, e.g. TANNING, IMPREGNATING, FINISHING;APPARATUS THEREFOR;COMPOSITIONS FOR TANNING ",cpc-scheme-C14C.xml,true
false,true,5,false,C21B,2019-01-01,published,C21B,MANUFACTURE OF IRON OR STEEL ,cpc-scheme-C21B.xml,true
false,true,5,false,C21C,2020-05-01,published,C21C,"PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEEL;TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS ",cpc-scheme-C21C.xml,true
false,true,5,false,C21D,2021-01-01,published,C21D,"MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS;GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS;MAKING METAL MALLEABLE, e.g. BY DECARBURISATION OR TEMPERING ",cpc-scheme-C21D.xml,true
false,true,5,false,C22B,2021-05-01,published,C22B,PRODUCTION AND REFINING OF METALS ;PRETREATMENT OF RAW MATERIALS,cpc-scheme-C22B.xml,true
false,true,5,false,C22C,2021-01-01,published,C22C,ALLOYS ,cpc-scheme-C22C.xml,true
false,true,5,false,C22F,2018-08-01,published,C22F,CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS AND NON-FERROUS ALLOYS ,cpc-scheme-C22F.xml,true
false,true,5,false,C23C,2019-08-01,published,C23C,"COATING METALLIC MATERIAL;COATING MATERIAL WITH METALLIC MATERIAL;SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTION;COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL ",cpc-scheme-C23C.xml,true
false,true,5,false,C23D,2023-02-01,published,C23D,"ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS",cpc-scheme-C23D.xml,true
false,true,5,false,C23F,2019-08-01,published,C23F,NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACE ;INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL;MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS ; AND AT LEAST ONE PROCESS COVERED BY SUBCLASS ; OR ; OR CLASS ,cpc-scheme-C23F.xml,true
false,true,5,false,C23G,2023-02-01,published,C23G,CLEANING OR DE-GREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS,cpc-scheme-C23G.xml,true
false,true,5,false,C25B,2021-01-01,published,C25B,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON-METALS;APPARATUS THEREFOR ,cpc-scheme-C25B.xml,true
false,true,5,false,C25C,2020-05-01,published,C25C,"PROCESSES FOR THE ELECTROLYTIC PRODUCTION, RECOVERY OR REFINING OF METALS;APPARATUS THEREFOR",cpc-scheme-C25C.xml,true
false,true,5,false,C25D,2020-08-01,published,C25D,PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS;ELECTROFORMING;APPARATUS THEREFOR,cpc-scheme-C25D.xml,true
false,true,5,false,C25F,2013-01-01,published,C25F,PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS;APPARATUS THEREFOR,cpc-scheme-C25F.xml,true
false,true,5,false,C30B,2023-02-01,published,C30B,SINGLE-CRYSTAL GROWTH ;UNIDIRECTIONAL SOLIDIFICATION OF EUTECTIC MATERIAL OR UNIDIRECTIONAL DEMIXING OF EUTECTOID MATERIAL;REFINING BY ZONE-MELTING OF MATERIAL ;PRODUCTION OF A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE ;SINGLE CRYSTALS OR HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE;AFTER-TREATMENT OF SINGLE CRYSTALS OR A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE ;APPARATUS THEREFOR,cpc-scheme-C30B.xml,true
false,true,5,false,C40B,2021-02-01,published,C40B,"COMBINATORIAL CHEMISTRY;LIBRARIES, e.g. CHEMICAL LIBRARIES ",cpc-scheme-C40B.xml,true
false,true,5,false,C99Z,2019-05-01,published,C99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,cpc-scheme-C99Z.xml,false
false,true,5,false,D01B,2018-08-01,published,D01B,"MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OF FILAMENTS, e.g. FOR SPINNING ",cpc-scheme-D01B.xml,true
false,true,5,false,D01C,2023-01-01,published,D01C,CHEMICAL OR BIOLOGICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING;CARBONISING RAGS TO RECOVER ANIMAL FIBRES,cpc-scheme-D01C.xml,true
false,true,5,false,D01D,2019-08-01,published,D01D,"MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS",cpc-scheme-D01D.xml,true
false,true,5,false,D01F,2021-01-01,published,D01F,"CHEMICAL FEATURES IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS;APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS",cpc-scheme-D01F.xml,true
false,true,5,false,D01G,2018-08-01,published,D01G,"PRELIMINARY TREATMENT OF FIBRES, e.g. FOR SPINNING ",cpc-scheme-D01G.xml,true
false,true,5,false,D01H,2022-01-01,published,D01H,SPINNING OR TWISTING ,cpc-scheme-D01H.xml,true
false,true,5,false,D02G,2018-08-01,published,D02G,"CRIMPING OR CURLING FIBRES, FILAMENTS, THREADS, OR YARNS;YARNS OR THREADS",cpc-scheme-D02G.xml,true
false,true,5,false,D02H,2018-08-01,published,D02H,"WARPING, BEAMING OR LEASING",cpc-scheme-D02H.xml,true
false,true,5,false,D02J,2018-08-01,published,D02J,"FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES OR THE LIKE ",cpc-scheme-D02J.xml,true
false,true,5,false,D03C,2021-08-01,published,D03C,SHEDDING MECHANISMS;PATTERN CARDS OR CHAINS;PUNCHING OF CARDS;DESIGNING PATTERNS,cpc-scheme-D03C.xml,true
false,true,5,false,D03D,2022-01-01,published,D03D,WOVEN FABRICS;METHODS OF WEAVING;LOOMS,cpc-scheme-D03D.xml,true
false,true,5,false,D03J,2018-08-01,published,D03J,AUXILIARY WEAVING APPARATUS;WEAVERS' TOOLS;SHUTTLES,cpc-scheme-D03J.xml,true
false,true,5,false,D04B,2019-01-01,published,D04B,KNITTING,cpc-scheme-D04B.xml,true
false,true,5,false,D04C,2018-08-01,published,D04C,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE;BRAIDING MACHINES;BRAID;LACE ",cpc-scheme-D04C.xml,true
false,true,5,false,D04D,2018-08-01,published,D04D,"TRIMMINGS;RIBBONS, TAPES OR BANDS, NOT OTHERWISE PROVIDED FOR ",cpc-scheme-D04D.xml,true
false,true,5,false,D04G,2024-01-01,published,D04G,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL;MAKING KNOTTED CARPETS OR TAPESTRIES;KNOTTING NOT OTHERWISE PROVIDED FOR ,cpc-scheme-D04G.xml,true
false,true,5,false,D04H,2020-05-01,published,D04H,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL ;FABRICS MADE BY SUCH PROCESSES OR APPARATUS, e.g. FELTS, NON-WOVEN FABRICS;COTTON-WOOL;WADDING ",cpc-scheme-D04H.xml,true
false,true,5,false,D05B,2018-08-01,published,D05B,SEWING ,cpc-scheme-D05B.xml,true
false,true,5,false,D05C,2018-08-01,published,D05C,EMBROIDERING;TUFTING ,cpc-scheme-D05C.xml,true
false,true,5,false,D05D,2013-01-01,published,D05D,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ; AND ;, RELATING TO SEWING, EMBROIDERING AND TUFTING",cpc-scheme-D05D.xml,false
false,true,5,false,D06B,2020-01-01,published,D06B,"TREATING TEXTILE MATERIALS USING LIQUIDS, GASES OR VAPOURS ",cpc-scheme-D06B.xml,true
false,true,5,false,D06C,2020-01-01,published,D06C,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS",cpc-scheme-D06C.xml,true
false,true,5,false,D06F,2020-02-01,published,D06F,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES",cpc-scheme-D06F.xml,true
false,true,5,false,D06G,2020-01-01,published,D06G,"MECHANICAL OR PRESSURE CLEANING OF CARPETS, RUGS, SACKS, HIDES, OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS;TURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES",cpc-scheme-D06G.xml,true
false,true,5,false,D06H,2020-01-01,published,D06H,"MARKING, INSPECTING, SEAMING OR SEVERING TEXTILE MATERIALS ",cpc-scheme-D06H.xml,true
false,true,5,false,D06J,2020-05-01,published,D06J,"PLEATING, KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL ",cpc-scheme-D06J.xml,true
false,true,5,false,D06L,2017-01-01,published,D06L,"DRY-CLEANING, WASHING OR BLEACHING FIBRES, FILAMENTS, THREADS, YARNS, FABRICS, FEATHERS OR MADE-UP FIBROUS GOODS;BLEACHING LEATHER OR FURS",cpc-scheme-D06L.xml,true
false,true,5,false,D06M,2024-01-01,published,D06M,"TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS ;, OF FIBRES, THREADS, YARNS, FABRICS, FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS",cpc-scheme-D06M.xml,true
false,true,5,false,D06N,2020-05-01,published,D06N,"WALL, FLOOR, OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL;FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR",cpc-scheme-D06N.xml,true
false,true,5,false,D06P,2020-01-01,published,D06P,"DYEING OR PRINTING TEXTILES;DYEING LEATHER, FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM",cpc-scheme-D06P.xml,true
false,true,5,false,D06Q,2020-01-01,published,D06Q,DECORATING TEXTILES ,cpc-scheme-D06Q.xml,true
false,true,5,false,D07B,2018-08-01,published,D07B,ROPES OR CABLES IN GENERAL ,cpc-scheme-D07B.xml,true
false,true,5,false,D10B,2013-01-01,published,D10B,"INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION ;, RELATING TO TEXTILES",cpc-scheme-D10B.xml,false
false,true,5,false,D21B,2018-08-01,published,D21B,FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT,cpc-scheme-D21B.xml,true
false,true,5,false,D21C,2018-08-01,published,D21C,PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS;REGENERATION OF PULPING LIQUORS;APPARATUS THEREFOR,cpc-scheme-D21C.xml,true
false,true,5,false,D21D,2018-08-01,published,D21D,TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE,cpc-scheme-D21D.xml,true
false,true,5,false,D21F,2018-08-01,published,D21F,PAPER-MAKING MACHINES;METHODS OF PRODUCING PAPER THEREON,cpc-scheme-D21F.xml,true
false,true,5,false,D21G,2018-08-01,published,D21G,CALENDERS;ACCESSORIES FOR PAPER-MAKING MACHINES ,cpc-scheme-D21G.xml,true
